time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,1.0457926726845277e-07,-5.9280192156101946e-08,10.006178026321207,6.283107287479712,6.282947992709989,0.0,1.5703241865697286e-05,-6.407524567835531e-06,0.20591891478525876,-0.004037024528393606,-0.013351813984474702,0.0,468.9978664955034,467.95995115352605,470.2877840411869,469.9750727038196
0.12000000000000001,1.0566890033427721e-05,-3.5108837072290403e-06,10.025306972244143,6.2825373775451965,6.281993011847934,0.0,0.0004382518877040247,-0.00015376826819990438,0.43165404217221576,-0.02361592885930862,-0.021614025747064534,0.0,475.47233034593677,474.8391390721152,475.9791912657652,474.4788085470216
0.18,7.517161008113732e-05,-3.6475075826285794e-05,10.06043354850993,6.281589263578784,6.28085863483167,0.0,0.0018757223205311249,-0.0010973979883734063,0.7390838753794402,-0.0035349083947126885,-0.013977167303862845,0.0,497.87804515708063,498.43647312759293,498.36983040517373,499.8352907457044
0.23999999999999996,0.0002445112187548525,-0.00013979377603481967,10.10997666280854,6.281197485987491,6.279920466129532,0.0,0.0038686124155668704,-0.00237952463750117,0.9122304902863898,-0.013316636263631146,-0.019179476729657738,0.0,460.5338530084325,460.12234302865903,460.26715772567684,459.49256260060554
0.3,0.0005523077042411995,-0.0003290249731276134,10.168795403727932,6.2803691335337355,6.278444702576845,0.0,0.006528471408334529,-0.004015252946717067,1.0482782818242657,-0.014802724388267793,-0.03855632096936088,0.0,448.94902710266905,447.3741208056529,449.99454817528607,449.8743651850995
0.36000000000000004,0.0010439925597543575,-0.0006278612481025557,10.233448247978762,6.27915756062168,6.276487742199951,0.0,0.010063425919662954,-0.006043459816400901,1.1067599986756802,-0.034063343552304615,-0.022805071717022347,0.0,424.1073870969883,425.4574484532204,425.3422999018143,423.6897261911098
0.4200000000000001,0.0017882815763671984,-0.0010794663112289598,10.3023985198586,6.277138115532779,6.2750349903858265,0.0,0.014886143273024493,-0.009212287392783219,1.1914955777273701,-0.032857846074729594,-0.027187098581227104,0.0,434.0058048056692,433.63780366641555,432.6864907600632,432.7874658226909
0.48000000000000015,0.0028531179019679956,-0.0017624174203237088,10.376529112884233,6.274835816110624,6.273209321681527,0.0,0.02077985796953262,-0.013762997364303893,1.279426585599437,-0.05266528963145481,-0.037856584344565666,0.0,435.0310598073549,434.13648862841967,435.24167538825816,433.5800758083955
0.5400000000000001,0.004335040873174108,-0.0027902256556662517,10.458242725277296,6.271604748696092,6.27067936329863,0.0,0.028881396108577796,-0.020851933529991085,1.4441604572446622,-0.056334010251719524,-0.052591165422153426,0.0,459.1888764274685,458.0176712067074,458.7783993373655,458.4852149334617
0.6000000000000002,0.006353513774583641,-0.004308435897791329,10.549112621726824,6.26786565585013,6.26812983691959,0.0,0.03870100578303088,-0.030132802710261364,1.5846425484317601,-0.07830087197580562,-0.02753202325513339,0.0,450.12505062574246,452.1471236292091,453.0405712794941,451.26810708450734
0.6600000000000003,0.009024714571009335,-0.0064840634909915035,10.649251435321236,6.263324853542425,6.266229691034171,0.0,0.05053253426840868,-0.04290152074434766,1.7530625204820656,-0.07089793633151326,-0.04158782396499673,0.0,460.7567683224621,459.64392524792225,460.67627712369426,461.256917097612
0.7200000000000003,0.012485561308508282,-0.009566328341640777,10.76139071005307,6.25917515149651,6.263628347842074,0.0,0.06513167509961834,-0.06034282084340405,1.9845235767309213,-0.06589919048727766,-0.04714807570598276,0.0,480.14218996328646,479.7192960235794,479.44229799828713,479.81865899761203
0.7800000000000004,0.0168502309302128,-0.01374916622797003,10.885538664901592,6.255516343750967,6.260678113709897,0.0,0.08067499231654973,-0.07950279365044928,2.1534199819057083,-0.05261630966093689,-0.053556296012904264,0.0,462.8138312232136,462.3078026828777,461.1197479282685,462.1652319289817
0.8400000000000004,0.022133212528016814,-0.019060014015352005,11.016233071528802,6.252780704857159,6.257549959470236,0.0,0.09572177943332617,-0.0977985030414964,2.2029490286670272,-0.034337558520641666,-0.04943752064227668,0.0,424.83397016154663,425.1850658153496,424.86136069425464,426.4241878811094
0.9000000000000005,0.028420419075983642,-0.02556722606087448,11.151511256899566,6.250310568194699,6.254559295912745,0.0,0.11415153475323286,-0.11932837768138913,2.3061035366174054,-0.060554242026035446,-0.05067051616255385,0.0,441.9460703479592,441.8428601837198,444.7462346024635,442.5927570845782
0.9600000000000005,0.03582941851546692,-0.03337065708939549,11.291398909638476,6.246280209187802,6.251812669298333,0.0,0.13308451853430608,-0.14114016755440553,2.3566915660969823,-0.08564828802602543,-0.03744972187587221,0.0,424.6190332322844,425.7502781130965,428.70794584365075,426.56660738414934
1.0200000000000005,0.04443761133798794,-0.042581752896987915,11.43474748565764,6.241100672842572,6.250077495266925,0.0,0.1540394872604192,-0.16639029915340176,2.4214296121447614,-0.08771489591972981,-0.015776311534561008,0.0,430.9739643661678,432.80155518549185,430.80026991927633,430.6190802411018
1.0800000000000005,0.0542754800077856,-0.05333514198758892,11.580255539907194,6.236384551697984,6.249303437400805,0.0,0.1739637827620145,-0.19249201718469727,2.428796859989672,-0.06477222577527565,-0.007694695152785425,0.0,412.45100968310885,413.1642303122282,411.5861330229392,413.60589139735316
1.1400000000000006,0.06540569960124985,-0.06585350485306199,11.728691424352267,6.2321551675465034,6.248925650120782,0.0,0.19707808662198828,-0.22518201631151294,2.5188447892450534,-0.08549623020725876,-0.0036370793011102306,0.0,440.5055836634907,440.841086911241,439.897479596719,438.17399006533236
